id	article_id	menu_id	question	answer	q_mbti	a_mbti
1250	685332	11	자신을 좋아하는 이성이랑 친한 친구로 지내볼 마음 있으신가욥..[SEP]그 이성이랑은 아직 어색한 사이라는 가정 하에요.[SEP]	제가 좋아하는 마음이 없다면 부담스러워서 싫어용![SEP]피해요![SEP]	infj	istj
1251	685275	11	평소에 눈물이 별로 없는 편이신가요?[SEP]감동받거나 슬프거나 할 때도요 유튭 연예인 영상 보는데 다른 사람들은 다 감동받아 우는도중에 유형이 엣티제인 분 혼자서 안울고 돌아다니면서 달래주고 눈물닦아주고 하는 장면이 있어서요ㅋㅋ[SEP]	남이 볼때는 없는 편...[SEP]혼자 있을때는 그럴 수 있을듯[SEP]	infp	estj
1254	684923	11	남자친구 프로필 뮤직이 신경 쓰여요ㅜ[SEP]엣티제분들은 프로필 뮤직에 의미부여하시는 편인가요?[SEP]	엣티제 게시판 상주중인데 글/댓글 참고해보면 의외로 그런 엣티제분들 꽤 있으시더라구요[SEP]		isfp
1255	684907	11	아직까지 답이 없네요...[SEP]어제 저녁까지는 엄청 칼답이고 그랬는데 막 저 좋아한다구 보고싶다고 그랬는데...[SEP]바빠서 그런걸까요??[SEP]	엣트제가 엣티제???[SEP]이상하네요..[SEP]		estj
1256	684873	11	뭔가,,,초반에는 근엄/진지/차분/어른스러운 느낌이였는데,, 점점 지날수록 맨날 장난치고 동생같은 느낌이 자꾸 드네요..[SEP]이거 좋은 현상인가요,,,?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ[SEP]....[SEP]	전 남자는 아니지만, 굉장히 좋은현상인거 같아요~[SEP]물론 쓰니님이 그런것까지 귀엽게 봐준다는 전제하에 ㅋㅋㅋ[SEP]	infp	estj
1257	684458	11	끝![SEP]istj다워서 웃었어용!ㅋㅋ[SEP]	투명우산쓰고 하늘보고 싶은 감성말하는건가요?[SEP]	isfp	infj
1260	684334	11	사귀지도 않는데 istj가 결혼까지 생각한거면 정말 좋아한건가요?? 😳[SEP]	사귀는거까지가 원래 진지한 유형 아닌가요?[SEP]		enfp
1261	684316	11	둘이 케미나 궁합 어떤편인가요?![SEP]	안맞을듯?[SEP]한명은 너무 천진난만해서 엣티제가 보기에 뭔가 애같다고 느껴질 수도 있을 거 같고 가치관이 좀 답답하게 보여질 수도 있을 거 같은 느낌 물론 추측[SEP]	estj	istj
1262	683991	11	펑합니다![SEP]도움주신 분들 정말 감사합니다!ㅠㅠ[SEP]	시간가지자고 하는건 마음정리하고 헤어지자고 운 띄우신거 아닌가요?[SEP]먼저 그렇게 말씀하셔놓고 왜 어떻게하면 좋을까요 라고 말씀하시는지 잘모르겠네요[SEP]	istp	estj
1264	683720	11	성공적인 플러팅 😉 문자를 보낼때 맞춤법에 신경쓰고 줄임말은 사용하지 않는다 😞 실패하는 플러팅😞 객관적으로 사실이 아닌 부분에 대해서도 무조건 칭찬한다 😉[SEP]성공적인 플...[SEP]mbtiraralulu.tistory.com 저 여태까지 실패 플러팅만 했는데;; 이거 공감하시나요?[SEP]	전 좀 아닌듯용[SEP]	enfp	istj
1265	683700	11	너무 좋다![SEP]이게 저의 표현인데 주위 사람은 더 하라하더라구요..😂😂😂😂[SEP]어려워용 ㅜ[SEP]	저는 눈치가 빨라서 금방금방 알아먹는데 모르는 척 하져 ㅋㅋ[SEP]제가 좋아하면 직진!![SEP]		istj
1266	683646	11	친구로서 이 둘 관계 어떤가요?[SEP]	어...[SEP]전 별로[SEP]		intj
1267	683448	11	그거랑..[SEP]또 뭔가 해주고싶은데...ㅠㅠ..[SEP]도저히 모르겠어서 도움요청드립니당....[SEP]	물질적인 선물 좋아할거 같아요.[SEP]실물이 있는![SEP]		infp
1268	683441	11	estj는 약속 잡고 약속전까지 계속 연락하는걸 좋아하나요[SEP]아님 약속잡고 그후로 연락안하다가 약속 전날즈음 연락해서 어디갈지 계획잡는걸 더 선호하시나요?[SEP]	상관은 없는데 바쁠땐 연락텀이 길어져요[SEP]	entp	estj
1271	683101	11	사정이 있었더라구요..![SEP]납득이가서 오케이 했습니다[SEP]도움 주신 분들 감사합니다![SEP]	일단 님이 잘 못 한건 1도 없고 잠수 탄거면 그냥 버리세요[SEP]	isfj	entp
1274	682008	11	잇트제분들 ..[SEP]원래 좋아하는 사람 잘 못쳐다보나요??ㅠㅠ[SEP]	그냥 평범한 사람 눈도 잘 못 쳐다봐요 ㅋㅋㅋㅋ,,,[SEP]	entj	istj
1276	681381	11	바운더리에 들어갔다고 생각해서 너무 분위기에 탔던걸까요...[SEP]엄청 싸우고 이제 손절하기로 서로 선 긋고 집 가는 중입니다 너무 슬퍼요[SEP]	힘내세요..[SEP]	enfp	estj
1278	681218	11	entp남과 estj녀 커플은 많은데 반대는 진짜 없더라고요[SEP]entp녀와 estj남 궁합이 보통 별로인가요?[SEP]	엔팁은 일단 S랑은 어지간하면 안맞아영[SEP]		entp
1281	680805	11	...... 잇티제분들도 썸탈때 여러여자와 연락이 가능은 한가요...?[SEP]사람마다 다르겟지만....[SEP]일이 엄청 바쁘단 전제하에....ㅜ[SEP]	여자긴한데 저라면 일이 엄청 바쁘면 아무것도 안 돌아보고 일에 집중할거 같은데요.[SEP]근데 제게 중요하고 엄청 바쁜 일보다 더 중요한 가치가 있는 일이라면 바뀔 수도 있지만…일단 하던 일은 끝내놓고 다른 일을 할 거 같아요.[SEP]		istj
1282	680683	11	제촉이 맞는지...[SEP]저원래 소통을 잘못해서 남의 말을 잘 못알아먹어요ㅠㅠ[SEP]도와주세요...[SEP]	원래 무슨 사이인데요?[SEP]	enfj	istj
1283	680669	11	저는 당시 고백 받을 때 심적으로 불안한 상태라 기댈 사람이 필요하기도 했고 그래서 받아주게 되었는데 며칠 지나니까 저만 안달나있는 거 같더라고요ㅠㅠ[SEP]고민입니다[SEP]저를 안 좋아하는지[SEP]	뭔가에 집중해서 하고있거나 할 땐 연락없어요[SEP]거기에 집중하느라 그거땜에 맘고생하는 유형분들이 좀 있죠 ㅋ[SEP]	isfj	entj
1284	680585	11	투표 완료 내가 자주가는곳은? (복수선택가능)[SEP]1 회사 20표, 32.3% 2 까페 17표, 27.4% 3 PC방 1표, 1.6% 4 북까페 2표, 3.2% 5 서점 2표, 3.2% 6 자기개발을 위한 학원 혹은 클래스 6표, 9.7% 7 헬스장 10표, 16.1% 8 번화가 4표, 6.5%[SEP]	바닷가 왜 없어요ㅠㅠ[SEP]	estj	istj
1285	679936	11	거절하시나요..?[SEP]친하긴 하지만 이성적으로 좋아하지는 않는 남사친/여사친인 경우에![SEP]그리고 혹시 연락하는 다른 이성이 있는 경우라면 답변이 달라지시는지도 궁금해요! (본문펑)[SEP]	정말 선 그어놓은 상태면 거절은 딱히 안해요[SEP]저는 거절하는 경우는 딱 데이트다 싶은 곳들요 영화 전시회? ([SEP]		estj
1286	679739	11	"제곧내 ‼️ 엣티제가 저에게 자주 하는말이 ""누나는 참 좋은사람""이다라는 말인데요[SEP]엣티제 분들에게 ""좋은 사람"" 이라는 말은 어떤 사람이에요???[SEP]궁금해요~[SEP]"	썸이군요~[SEP]	isfp	isfp
1287	679734	11	잇티제는 이런 얘기 별로 안 좋아하고 톡하는것도 중요한거 아니면 읽씹한다고하잖아요.[SEP]근데 잘 받아주는거보면 저랑 톡하는게 나쁘지 않은거죠?[SEP]더 해도되는걸까요?[SEP]	더 하세유 고고고[SEP]	enfp	istj
1288	679555	11	내버려두면 괜찮아지려나요?[SEP]진짜 좀 힘든것 같아서요..[SEP]그래도 연락을 계속 보내면서 있는게 맞는건지 묵묵히 기다려주는게 맞는건지 모르겠네요[SEP]	기다려주세요 본인이 정리가 좀 돼서 어느정도 괜찮아지고나면 먼저 다시 다가올거에요[SEP]		estj
1289	679488	11	너무 힘들다고 해서요 혹시 음 그럴수도 있지[SEP]그렇구나~~~[SEP]이렇게 내기준 납득이 안되어도 그러려니가 되시는 엣티제 있으면 어떻게 그렇게 되는지 알려주세요ㅠㅠ[SEP]	오........[SEP]남자 엣티제는 그 태도를 가끔 보였어요......[SEP]		intp
1290	679447	11	제가 좀 통통한 편이라서 ..[SEP]	별 생각 없는데…건강에 문제되어보이면 운동을 하는게 어때[SEP]하고 얘기는 합니다.[SEP]	estj	intj
1292	679072	11	너무 심심해서 ㅎ....[SEP]j 랑 p 비율 6:4입니다 ㅎㅎ[SEP]	뭐때문에 바뀌신거에요?[SEP]계기가 궁금해요[SEP]	estj	estj
1293	678652	11	ISTJ기준 썸인가요[SEP]아니면 아직 탐색전일까요...?🧐🧐[SEP]뭔가 ENTJ에게 도전의식을 불러일으키는 MBTI..[SEP]	ㅋㅋㅋㅋ저는 사귀기전엔 먼저 선약속 잡더니 사귀자고 고백 받고나서 5일동안 연락두절되었었어요 ㅋㅋㅋㅋ[SEP]알고보니 바빠서 연락못한거라던 ㅠ[SEP]	entj	entj
1295	678457	11	최애 : 겨울 > 차애 : 가을 19. 가장 좋아하는 빵은? >[SEP]최애 : 소금빵, 깜빠뉴 > 차애 : 바게뜨, 소보루 20. 가장 좋아하는 상황은? >[SEP]최애 : 남자친구 자고있는 모습이 너무 잘생김 > 차애 : 돈 입금됐을때, 적금 등등 만기됐을때[SEP]	오 저도 아몬드봉봉 좋아하는데![SEP]우리 입맛이 비슷한 것 같아요 😙[SEP]	estj	intj
1300	677616	11	잇티제 여러분 연애하실때 어떤가요?[SEP]애교 많으신분 부담스러워 하시나요?[SEP]잇티제 장점과 단점도 알고싶어요 ㅎㅎ☺️[SEP]	제 주변 잇티제들 왠만하면 다 순애보였고 애인한텐 은근 철옹성 무너지고 따뜻했어요[SEP]		estj
1301	677586	11	사회성 길러보겠다고 제 성격에 상상치도 못한 동호회 들어가서 활동하다가 사람에 지쳐 손절 중입니다,,ㅎ 역시 혼자가 짱이네요...[SEP]	ㅋㅋㅋㅋㅋㅋ 저 작년에 그랫어유[SEP]		istj
41311	620003	18	시험은 언제 봐요 직장다니느라 시간이 없는데[SEP]	시험 날짜를 주말로 잡아요[SEP]	infp	istp
1303	677204	11	잇티제가 제 얘기를 듣더니 저처럼 되고 싶다고 제가 롤모델이라며 제가 무슨 말을 할 때마다 멋있다고 해요[SEP]바운더리 안에 들어간 건가요?[SEP]	속으로 생각할 순 있어도 그런 말 웬만하면 잘 안하는데..[SEP]직장 제외하면 바운더리에 들어가신듯해요 ㅎㅎ[SEP]		istj
1305	676752	11	일때문에 약속을 잡기가 힘드네요 ㅠㅠ[SEP]일을 포기를 못하겠어서 상대방 시간에 못맞추는 ESTJ인데 사람들은 이해를 못하죠[SEP]	오… 저도 이 마음 뭔지 알 것 같아요…[SEP]항상 제가 먼저라 약속이 다 뒷전이었던 적 있어요 ㅠㅠ[SEP]	estj	estj
1306	676623	11	ISTJ, ISFJ들은 정말 꾹꾹 참다가 삼진아웃이 됐을 때 헤어짐을 고하는 유형으로 알고 있어요.[SEP]웬만큼 선 넘지 않는 이상은 헤어지잔 말을 잘 안꺼내는 타입인듯 하구요![SEP]그런 여러분은 어떤 이유로 상대에게 먼저 헤어지자고 말하셨나요???[SEP]	넘지말아야할 기본적인 선이 넘어가버리면 삼진이고 뭐고 그냥 잘라냅니당[SEP]약속 안지키는거 너무싫어여ㅠㅠㅠ[SEP]	enfj	istj
1307	676584	11	근데 그런 사람이 살면서 두 명…?[SEP]밖에 없긴 했지만… 이렇게 만난 사람이랑 연애했을 때가 진짜 열정적이고 내가 사랑을 하는구나 느껴졌던 것 같아요[SEP]혹시 저랑 비슷한 엣티제분 계신가요??[SEP]	저도 거의 처음에 판가름나요~[SEP]생각해보니 저도 그렇게 만난 사람이 둘정도인데 그 사람들이 제일 기억에 남네요ㅋ[SEP]	estj	estj
1308	676541	11	귀엽다는 말은 태어나서 처음 듣는대요[SEP]싫다고는 안했는데 호감 맞겠죠?[SEP]이성에게 귀엽다는 말 들으면 어떻게 반응하세요?[SEP]	내가...?[SEP]	istj	istj
1309	676392	11	아 그리고 안친할때랑 그냥 그럴때 하는 행동도 알려주세요..![SEP]예전에 잇티제 친구랑 엄청 친했는데 지금은 많이 멀어진거 같아 슬프네용[SEP]	- 안 친할 때 : 상대에 대해 칭찬하는 일 거의 0에 가까움.[SEP]그 사람의 사생활, 근황 등등 전혀 관심 없음.  -[SEP]		istj
1310	676191	11	저는 istp이고 상대는 estj 남자인데 대학교 선배이십니다 대학교 선배를 짝사랑 하고 있는데 자연스럽게 상대가 부담되지 않는 선에서 말 걸고 싶습니다[SEP]혹시 방법 있을까요??[SEP]	estj,,,음 그냥 돌직구가 좋을듯요 언제 밥이나 커피한잔하자고해요[SEP]		estj
1311	676138	11	싫은데 답하는걸까[SEP]걱정됬어요[SEP]상세한답변부탁드려요ㅠㅠ[SEP]	1. 밝고 긍정적인분.[SEP]2. 눈을 잘 못마주치고, 질문이 많아짐.[SEP]		istj
1312	676122	11	(내용은 펑.[SEP]댓글과 조언 감사합니다)[SEP]	둘다인거같아요[SEP]	isfj	istj
1313	675774	11	술먹을때 약속한 몇가지가 있는데, 항상 먹을때마다 다 지켜주질 않아서 이번에는 너무 허무하고 지치는데요.[SEP]요즘 다른부분으로도 조금씩 자주 싸우기도 해서 엣티제가 미안하다고하고 신경쓰겠다고하길래 여러번 넘겼는데, 어제 또 술먹고 집에 들어갔다는 연락을 안줘서, 그냥 이젠 지킬 의향이 없다고 생각이 드네요.[SEP]대체 이게 몇번째인지, 헤어지자는 식으로 얘기하고 싶진 않았지만, 새겨듣는것 같지 않아서 경고식으로 얘기하고 싶은데 엣티제는 한번 헤어지면 끝(?) 이라는 것 같아서요… ‘앞으로도 이럴꺼면 그냥 혼자 지내는게 맞겠다’ 라고 하면 어떻게 받아들이시나요?[SEP]	술 먹고나서 뭔가 약속을 지키는건 어지간한 의지가 아니고서야 힘들죠..[SEP]FT반반이고 경험상으로도 현재 의지를 봤을 때는 한 번 말씀하시면 그대로 끝나지 싶어요[SEP]	infp	esfj
1314	675515	11	만약 상대가 자신을 짝사랑하고 있음을 눈치채게 되었다면 그 사람이 자신에게 말을 걸거나 부탁을 했을때 어떻게 행동하시나요?[SEP]상대에게 이성적인 호감이 없을때요..[SEP]	저는 정확하게 호감표시 하지 않는 이상..[SEP]모른척 할 것 같네요!)[SEP]		istj
1315	675156	11	남들 감정 공감 못하지 않는데 정말 누구보다 잘해왔다 생각하는데 제일 남의 감정에 공감하지 못하는 유형이라길래 당황스럽네요..?....[SEP]j로 바뀐건 알았지만 s는...[SEP]신선하네요[SEP]	일하는 유형이요[SEP]		estj
1316	675046	11	외할머니두 잇티제, 외삼촌도 잇티제, 엄마도 잇티제, 저두...ㅋㅋㅋㅋ[SEP]짱신기해요...![SEP]저처럼 가족들이 다 MBTI가 같은 경우인 분들 계신가요?!![SEP]	오 저희 가족두 엄마 아빠 오빠 저까지 싹 ESFJ 였는데 저만 I 로 바꼈습니다!ㅋㅋㅋㅎㅎ[SEP]	istj	isfj
1317	674699	11	잇티제 내적 이상형 알려주세요 그리고 외모를 보는 비중이 높은 편인가요?[SEP]	저는 남자인데 성실함[SEP]성격 많이 보는것 같아요![SEP]	infj	istj
1318	674612	11	상대가 소홀해지면 저도 같이 소홀해지고 저의 일이 바빠져야 아차 싶어 다시 노력한다고 들었는데..[SEP]똑같이 저도 조금은 소홀하게 이기적이게 구는게 맞을까요[SEP]아님 정말 응원해주고 리액션 빵빵 해줘야 할까요[SEP]	응원해주세요 밝고 긍정적인사람 좋아하거든요[SEP]		isfp
1319	674503	11	저는 ㅋㅋㅋㅋ 안 그래도 늦었는데 꽃을 사올 시간에 더 빨리 뛰어서 오겠다; 이 생각이 들어서 정이 뚝 떨어졌거든요ㅋㅎ[SEP]다른 분들은 그럴 경우에 기분이 풀어지시나요...?ㅎ[SEP]그거땜에 정뚝떨돼서 그 날 뒤로 연락안하다가 못 만나겠다고 연락보냈거든요 ㅋㅋㅋ ㅠ[SEP]	약속시간 1분전이 아니고 미리 연락해서 약속을 미뤄줬으면 화가 안날거 같네요[SEP]만나기로 한 시간에 지금 택시타는 무엇인가요 ㅋㅋㅋ[SEP]	istj	istp
1320	674368	11	PS.다음 글은..[SEP]엔팁의 인프제 페르소나가 되지 않을까 싶습니다[SEP]헤헤[SEP]	이엔티피[SEP]	entp	entp
1321	674312	11	하려고하는데 estj 이신분들의 의견이 궁금합니다..![SEP]	엔팁인데 확실히 완벽하게 해주려고 하는 마음 알지만![SEP]일단 해주는 마음 + 본인 존재 자체가 선물이기 때문에 부담 없이 마음 가득히 하는걸추천[SEP]	enfp	entp
1322	674240	11	인 것 같아요.[SEP]다른 잇티제 분들은 어떠신가요?[SEP]바운더리 안과 밖의 사람 그리고 연인에게요![SEP]	바운더리 밖의 사람하고는 연락자체를 안하죠..![SEP]연락을 해도 질문 절대 안하고 단답...[SEP]	isfj	istj
1323	673998	11	상당히 궁금합니다 경직된 사람 모양 바위인가요?[SEP]말해주세요[SEP]	바위 + 로봇이요 ..[SEP]		istj
1325	673784	11	고 계속 되내이고있어요[SEP]안보는게 정신건강에 맞는거다 잘끊어냈다 계속 생각중...[SEP]이거쓰면서도 저 A여친 징징대는소리 환청들리네요[SEP]	잘 끊어내셨습니다[SEP]		intp
1326	673737	11	우리는 내일까지여서 하고 대화가 끝났어요.[SEP]평소 장난치면서 친한사이긴한데 일상톡은 많이 안했거든요.[SEP]철벽 일까요?[SEP]	뚝딱도 아니고 철벽도 아니고 그냥 평범...?[SEP]	enfp	istj
1327	673695	11	전 깔끔하게 생기신 분들에 눈길이 가여...😏[SEP]	키 일단 커야하고 몸이 아쥬 다부져야함[SEP]코는 높고 눈썹 예쁜 새럼[SEP]	entj	entj
1329	673168	11	보고 그 옆에 보다가 다시 한 1초 보고...[SEP]이런 식인데 뭔가 본인 이야기에 집중을 안하고 있다고 생각할까봐 좀 그러네요,,,[SEP]저만 이런가요[SEP]	저도 좀 민망해서 계속 눈을 보진 못하고 대화할때 코를 볼때도 있어요^_ㅜ[SEP]	istj	istj
1330	672527	11	친구로서 바운더리에는 들어간것 같은데...[SEP]아직 얘가 이성적으로 생각하는지 확신이 안서요...[SEP]이거 썸인가요?[SEP]	1. 님이 뭔데 자기 작업 한걸 보여주겠어요.[SEP]잇티제로써 제 입장에서 생각해보면 자기가 좋아하는 사람이 아니면 제가 작업 한거 보여주는 거 싫어해요.[SEP]	enfp	istj
1331	672146	11	예전에 어떤분이..[SEP]엣티제한테 ~좋아한단말 함부로 하지말라곸ㅋㅋ 질릴때까지 한다고ㅋㅋ 그 글들 보면서 난 아닌거 같은데?[SEP]했는데 세상충격..[SEP]	앗ㅋㅋㅋㅋㅋㅋ급하게 다음주 입을 옷 필요해서 이따 옷사러 나가려는데 아무말하지말아야겠네욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ[SEP]	estj	intp
1332	671713	11	이거 그냥 저한테 관심 없는거 아닌가요??[SEP]카톡해도 항상 질문도 없고 ㅠㅠ 좀 혼란스러워요 ㅋㅋ[SEP]왜 사귀자고 했을까요???[SEP]	바빠서...[SEP]일이 우선인 STJ[SEP]		estj
1333	671196	11	이런 의도로 말을 한 거일텐데.. ㅋㅋㅋ[SEP]괜히 “당연하지!”[SEP]이런 말 듣고 싶은 이런 마음 이해 가실까요….??[SEP]	그렇게까지 해석을 할 수 있군요.....[SEP]		istj
1335	670799	11	다들 맛저하세요.[SEP]p.s.) 결국 안 울었습니다 ㅋㅋㅋ[SEP]마지막으로 운 적이 언제인지...[SEP]	표현 안하면 힘들때 더 답답하지 않나요?ㅠ[SEP]저는 이리저리 막 이야기해서 푸는 편이라..[SEP]	istj	enfp
1336	670617	11	뭔가[SEP]제가 이런 저런 말을 하는게 더 상대를 화나게 할것 같아서요.[SEP]어차피 크게 서로 뭔가를 한게 없어서 별거 아닐수도 있지만 꽤 오랜 기간 연락하고 지낸 사이고 나름 공유했던 제 나름의 추억도 있어서 아쉬움이 남는데 그냥 기다려봐야 할지 아니면 뭐라고 답을 해야할지 모르겠네요.ㅠ[SEP]	누가 됬든 사과를 하고 미안하다구 웁니다 ㅠㅠ[SEP]	esfj	isfp
1338	670474	11	잇티제 만나보고싶어요..[SEP]잇티제는 어디에 서식하나요?[SEP]자만추로는 못만나봐서 잡으러 가야할거같은데[SEP]	잇티제 은근..[SEP]있어요!! ㅋㅋㅋㅋㅋ[SEP]	entj	istj
1340	669745	11	조언 감사합니당[SEP]	저도 여행이고 데이트코스고 누가 대신정해줬으면 좋겠어요[SEP]		estj
1343	669183	11	핸드폰도 엄청 자주하고 외로움도 많이 느껴져서 친구들이 그립고.....[SEP]계획은 세우는데 못지키는일이 다반사에요 그러다보니 죄책감과 우울이 찾아오는거같구요...[SEP]estj가 원래 이런 장기레이스, 장기프로젝트에 약한가요???[SEP]	그럴 수 있죠![SEP]J랑 P의 차이점이 계획 VS 게으름이 아니라 통제형(체계적) VS 융통성 이라고 들었어요..![SEP]	estj	isfp
1344	669148	11	엣티제분들 조언좀 주세요ㅠ[SEP]완전 가능성이 없는건지ㅠ[SEP]직접적으로 상대한테 물어보는게 좋겠죠?[SEP]	제가 겪은 엣티제남을 떠올려보자면 첫번째 만남때는 날 괜찮게 생각 하는건지 안하는건지 뭔가 면접본 기분같았는데 두세번 만나고서 확신 가지면 아무리 바빠도 끊임없는 연락에 관계정립을 빨리 하고싶어 미친 사람처럼 보였었오요ㅋㅋ[SEP]집에 초대해서 술마시는거 별 의미 없는것같구요...(인싸라 집에 사람들을 자주 들인 ㅠㅠㅋㅋ)[SEP]		enfp
1345	669126	11	엣티제 애인이 술 취해서 거짓말 한게 지금이 두번째인데 제가 분명히 한번 더 거짓말하면 너가 관계 끊는걸러 알고있겠다 말해서 얘가 울면서 집앞에서 사과하고 풀었거든요 애인한테 어떤 말?[SEP]행동?[SEP]을 해야 반성하나요[SEP]	글쎄요 타격을 받은적이 딱히 없는데..[SEP]	isfp	estj
1347	668838	11	무의미한 얘기하는 것 안 좋아하기도 하고 나대는 것처럼 보이거나 흥분한 것처럼 보이고 싶지 않기도 하고요ㅎㅎ[SEP]여러분은 어떠신지[SEP]궁금하네요~^^[SEP]	저도 그런편인 것 같아요~[SEP]		estj
1349	668564	11	퇴근하고 다찌에서 혼술 걸치는 중입니다 ㅎㅎ 편하게 질문해 주세요~[SEP]	엣티제에게 사랑이란? (연인관계)[SEP]		isfp
1350	668530	11	이미 뭔가가 살짝 틀어져서 이상함을 감지하는 즉시 당신의 기본패턴과 기본말투, 기본행동, 표정 반경거리에 따른 소요시간등을 토대로 머릿속에서 이 말이 '참'인지 '거짓'인지를 논리적으로 파악중.[SEP]TP 가 분석을 한다면(통찰) TJ 는 데이터의 자연스러운 흐름. *[SEP]물론 지극히도 ESTJ 인 제 개인적주관입니다[SEP]	제생각엔 estj가 자기 영역 내에서 사람들과 만나는 시간이 많아서인거같아요.[SEP]N처럼 아주 많은 변수들을 생각하고 정말 다양한 사람을 접해보려하거나 엄청 다각도로 생각하기보단요.[SEP]	estj	istp
1351	668363	11	내일이 생신이신데 뭘 챙겨드리면 좋을까요?[SEP]	상사분 성향에 따라서 다르겠지만..[SEP]아무래도 제일 무난한건 핸드크림과 립밤이고요...[SEP]	estj	estj
1353	668097	11	자신이 친하다고 생각했던 애가 “사실 너 다가가기 좀 무서워”라고 하면 어떠나요?[SEP]	아 그래...?[SEP]왜...?[SEP]	enfp	istj
1356	667720	11	잇티제는 원래 집 안에서와 밖에서의 태도가 다른가요?[SEP]집 안에서는 누가봐도 애인이고 표현 잘 해주고 스킨십 많은데 밖에만 나오면 다른 사람이 돼요.[SEP]표현은 아예 없고 다른 사람이랑 저랑 똑같이 대해요.[SEP]	다른 사람이랑 똑같인 안해요..[SEP]		istj
1357	667583	11	ESTJ 여러분 여러분들은 언제 연애를 하고 싶다고 느끼시나요?[SEP]저는 가끔 일에 현타왔을 때 그러는 것 같아요 ㅋㅋ[SEP]	일끝나고 터벅터벅 집에 들어와서- 온기라고는 1도 없는 내 집 현관문을 연 어느 날에...?[SEP]	estj	estj
1359	667057	11	제가 istj 이고 여친이 estj 인데, 다른 estj 여성분들은 이성으로써 istj 남자 어떻게 생각하시는지 궁금합니다.[SEP]	섹시핫 근데 카톡하면 자기반성하게되요[SEP]나랑카톡하는사람들도 이렇게 노잼기분느끼겠지 하고...[SEP]		estj
1360	666722	11	오늘 아침에 잠깐 카톡하다가 오후쯤에 카톡을 읽씹했는데 저녁에 저녁먹었냐고 연락왔네요 ㅠㅠ[SEP]제 연락을 많이 기다렸다면서 엄청 서운해하더라구요[SEP]다음주 주말에 만나자고 약속 잡자고 하는데 어떻게 거절해야 할까요?[SEP]	정중하게 좀 안맞는거 같다[SEP]다른 좋은분 찾아보시라...[SEP]	intp	istj
1361	666698	11	먼가 성격 상상만 해도 똑부러지고 듬직할거같긴한데 상대방은 나의 게으름과 내성적인 모습을 시러할거같고 저는 estj 성격 괜찮을거같은데 실제로 잇팁 만나본 엣티제 계신가요?[SEP]어땠나요?[SEP]경험 공유 부탁드려요![SEP]	잘맞아요[SEP]회사에서는 엄청 ESTJ인거같은데 저한텐 아닌느낌?[SEP]	istp	istp
1362	666655	11	평소에 남의 tmi 안 궁금해하는데 6~7년만에 덕질하고 있는 사람이 평소라면 절대 검색하지 않는 tmi글들도 읽고 있는 나 자신을 발견한다[SEP]	쌉인정임미다 ㅎㅎㅎ[SEP]	istj	estj
1363	666533	11	저는 엄근진상 tv랑 짐종국이요.[SEP]	언제부터 구독목록이 개인의 관심사를 단적으로 나타내는 키워드가 되더라구요 ㅋㅋㅋ[SEP]저는 요리 : 승우아빠 공격수셰프 농구 : 농잘알 목큰코 헬스 : 김명섭 김계란 +침착맨 옥냥이 이렇게되네요!ㅋㅋㅋㅋㅋ[SEP]		isfj
1364	666517	11	솔직히 놀았죠 ㅋ ㅜㅜㅜㅜㅜㅜㅜㅜ[SEP]이번엔 진지하게 1년준비했는데 과연 붙을수있을지 잘모르겠네요.[SEP]어서 시험끝나고 제가하고싶은 공부하고싶습니다![SEP]	아앗 저도 정신 차려야하는데 아이공 셤공부는 저두 시러서 딴짓딴짓😋....[SEP]밤하늘님 화이팅!😆😆[SEP]		intj
1365	666446	11	귀찮은 것도 계획적으로 귀찮아 하는 ESTJ 가 바로 접니다[SEP]딱 이시간까지만 귀찮은거야 라고 하고 다음 부턴 해야 할일을 합니다[SEP]여러분들은 어떠신가요?[SEP]	ㅋㅋㅋㅋㅋ저잖아요[SEP]그때 계획값설정 ㅡ 쉬기 해놓으면 답없다고한거 혹시 공감하신분이세요?ㅋㅋㅋㅋ[SEP]	estj	estj
1367	665751	11	술 마시기?[SEP]그냥 단순하게 뭐 하시는지 궁금해서[SEP]	인생 현타오면 쇄신할 거리 찾으러떠나야죠![SEP]수양 들어갑니다ㅎ[SEP]	istj	esfj
1368	665591	11	남자 친구가 싫어해서 같이 갈 수 없다 .. 라는 거 말고는 다른 핑계가 없는데 남자 친구는 그 핑계라도 대길 원해서 일단 그렇게 말했고 마음편히 따로 가기로는 했어요 ! ㅎㅎ ([SEP]남자친구는 이성 문제 깔끔한(?) ISTJ 남자입니다[SEP]그래서 저에게도 스스로 깔끔하게 처리하길 바라기도 하고요!)[SEP]	여러명 가는데 막는건 사실 좀 오바인데 저는 남친이 싫어하면 안해줘요[SEP]그리고 제가 깔끔증이 있어서 이성을 차에 태우는거 싫어해서 이해가 되기도 하구요[SEP]		istp
